"Timestamp","Discord Username (include ""#0000"" ID number)","ETH Wallet Address (MetaMask)"
"2021/10/28 3:40:35 PM EST","sebasstian#0834","0x7B8E5007C45Eaf61c9963133a6A05Fbe01196B3B"
"2021/10/28 5:01:09 PM EST","koksuan#5958","0x1dAB423EbE433B9ebC5A4c2cD36BBe688653eba0"
"2021/10/28 5:01:45 PM EST","bket#7769","0x5262D30655918586DAce80F944787230D3E01E6D"
"2021/10/28 5:21:26 PM EST","Darrow555 #9846","0x2a2063B36E950EAac3D8cD87217164BcA63f0d01"
"2021/10/28 6:11:48 PM EST","IMAD95 #5483","0x87f3a75eB7EAa4484AFfC294c9C120A1b4E1d839"
"2021/10/28 8:21:55 PM EST","luiscrypto#1794","0x57bB616eF30FDcbE64F0769e23450EEe9e4fdc34"
"2021/10/28 10:07:34 PM EST","APE | 0xtobes#6563","0xed2582Ae9d01c11b50d20446b9a6d63F54392e9C"
"2021/10/28 11:21:33 PM EST","LubbeZA #1429","0x23F215c8Ac8696637448AC4cC85d2328B614dE22"
"2021/10/29 12:31:46 AM EST","zemolina#8493","0x8073D2Bb876d1A9f4f93D23c9b863b8bdB7F1F80"
"2021/10/29 3:59:05 AM EST","4Dplatypus#2228","0xDfc9f519fd5A823927c431f965f4E8e3505d5072"
"2021/10/29 5:24:32 AM EST","#4717","0x9c65B126Be429D5E40E3894043233dAF3Ea4a77F"
"2021/10/29 7:41:56 AM EST","DH90#2269","0xA328B20C9B77dB191f2b2214bAB51A73242F0C7B"
"2021/10/29 9:50:30 AM EST","matzefummel#4166","0x43C4552B8e372dA4f3043783716d71D7A94c9217"
"2021/10/29 10:01:30 AM EST","MyJam#5758","0x99D8F73E69445C26E191846Da6743A57933033e2"
"2021/10/29 10:09:12 AM EST","gian#2613","0x0a0995f66CA7A69659035114a482dD920e1140Fe"
"2021/10/29 2:51:33 PM EST","TheRemaxMau #3598","0xA1C68bcC174acC1aAf2f47Cd029220D7A03246E5"
"2021/10/29 3:04:35 PM EST","Fraggy#8503","0x42175856652185ddDBD5477fBb1f7f4FC446847D"
"2021/10/29 3:05:52 PM EST","SquEEzy#1468","0xdEE21C23a9AC888A09329bD8e065420339da2237"
"2021/10/29 3:07:02 PM EST","infectedsanin#7009","0x58759F32F56D6cA5B96E1Dd88f15D0A1d6f0643d"
"2021/10/29 3:08:21 PM EST","rhinocenter#2496","0x300B3Fd384b27B5349Cb41701C8a7cd046D35d9B"
"2021/10/29 3:08:34 PM EST","@Jorgep503#3447","0x877765C0Ca99696B1e04A92B07d1f7d6453322A5"
"2021/10/29 3:52:52 PM EST","tim tim#3735","0xA5dF3932274F69102fA3109Edfd6786B4C061e73"
"2021/10/29 4:16:23 PM EST","jaec97#4140","0x26A5aFF5caDa50d73dC7D6d3E01B19f701981e87"
"2021/10/29 5:14:35 PM EST","DVision#9787","0x3e1666c3E39490f85532DE4223d87839367f29C3"
"2021/10/29 5:36:59 PM EST","JWKICKS#6532","0x0DCAe60eba6d332250d99B62e03dAeDc29B1D2b8"
"2021/10/29 5:54:16 PM EST","Faroog #8444","0x0CEbC35901968891FedC4EfC680e9Cb4c4017b51"
"2021/10/29 7:48:39 PM EST","Disidente#2827","0x9ecA7b82E857e92b05b6C7D904E5A26B4B020687"
"2021/10/29 7:49:49 PM EST","batwayne#7071","0x4365F979fc3443b5802E4Ca7814C31Db9D469386"
"2021/10/29 8:07:06 PM EST","#7770 leosinio ","0x274AAbe308639b39D1D70539B41428B1B854C48b"
"2021/10/29 9:07:08 PM EST","adrian05#8618","0xe56D9f0aeB49119784C2E5a22ba98fE4AAeA2dce"
"2021/10/29 9:27:14 PM EST","zero to zero#8221","0x655FE416aAA7aBd38714eB133f8A1928deBC1383"
"2021/10/29 11:26:04 PM EST","Deix","0x820F8daB4ad5b5e6Ee32401a202C50c71b0c1066"
"2021/10/30 12:31:02 AM EST","debizzle #8040","0x0b2F7a495b715502c2695049931fe22674bf1519"
"2021/10/30 12:34:55 AM EST","jeduardo#0591","0xCF95cEc457A16c3F2e7c3205dae53526eeCAB0bE"
"2021/10/30 1:14:51 AM EST","YZDB#0489","0x2bffdb0d46a5f5032eeb0db1c4b9e3cb9f5bf274"
"2021/10/30 1:23:02 AM EST","Kevin8888  | Lucky Ø#1744","0xD52AD9347024276f8b1fb18B6f3016B1A293798E"
"2021/10/30 1:36:09 AM EST","pkgrant#8564","0x4460997f6a8D9515384466D12e57896a3821e174"
"2021/10/30 1:36:50 AM EST","ALY| ᴮʳᶦᶜᵏᵗᵒᴾᵘⁿᵏˢ#9351","0x01eC241D861E188f211124f2886738389A44E160"
"2021/10/30 2:41:01 AM EST","taeyeong#5272","0xf9f5A4d7A37f6480d2Db5F0E4Aa10365Ce5f3A14"
"2021/10/30 5:05:09 AM EST","JWOS#6963","0x6905c394A429886136bf64957D2484510b9850A8"
"2021/10/30 6:47:01 AM EST","emmashman1 #0882","0x5C8b3dFc0202Ca5d8C5B974BE2872214fD11C842"
"2021/10/30 7:01:19 AM EST","Toby_Logan#4348","0xF485A2E1012798F9Da4c8237BA4C61eE9bD8fB7B"
"2021/10/30 8:03:41 AM EST","CHELATOS#0589","0x0CBa41Dc647eb756A2F376D0855F29c462a0c802"
"2021/10/30 9:16:02 AM EST","Frost_AA#5702","0x123c1A3FBaF80fc75ab9f4327a555De533001515"
"2021/10/30 9:34:00 AM EST","Hiram Vega#1915","0x0fab0C5E530132c30f7c6fdfe4CB80BFE454605f"
"2021/10/30 9:45:48 AM EST","huffelbeard#5755","0x080c15f9D164961B727fD0FBa90E5633Db011381"
"2021/10/30 10:29:07 AM EST","LORS#1491","0xAf0F84F09060ECF8E70ee9B31a5bee0061901412"
"2021/10/30 12:37:30 PM EST","notoriousparkour","0x5Fb3Cc0d159dD26f0533285bd6bB0b75905C310c"
"2021/10/30 12:57:32 PM EST","Jorge Dabaliña#9133","0x51DF10544a8688127469A06bbffb33EB4B72c501"
"2021/10/30 2:09:57 PM EST","FrenchBastard#3732","0x34307CC8E1E3d89bf95A2923132f92a0e40d843A"
"2021/10/30 2:27:30 PM EST","0xKeaman#7860","0xB5263dbA4711CaD665530424C09f2077C32ceBbf"
"2021/10/30 2:54:05 PM EST","Defiablo#5382","0xcc6548F1b572968F9539D604EC9ff4B933C1bE74"
